dados_google_querodelivery
3 de Maio de 2022 - 31 de Maio de 2022
Campanha,Tipo de campanha,Dia,Cidade (local geográfico),Código da moeda,Cliques,Impr.,CTR,CPC médio,Custo,Conversões,Custo / conv.,Taxa de conv.
[download]Manutencao_Marketing_geral,App,2022-06-04,Lagarto,BRL,58,476,"12,18%","0,25","14,70","59,00","0,25","45,04%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Lajedo,BRL,0,20,"0,00%", --,"0,07","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Itabaianinha,BRL,6,83,"7,23%","0,28","1,66","6,00","0,28","42,86%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Carpina,BRL,7,163,"4,29%","0,19","1,30","6,00","0,22","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Simão Dias,BRL,5,93,"5,38%","0,21","1,06","5,00","0,21","17,24%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Lorena,BRL,2,90,"2,22%","0,20","0,40","1,00","0,40","33,33%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Mococa,BRL,0,2,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Guarabira,BRL,6,110,"5,45%","0,11","0,67","3,00","0,22","37,50%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Garanhuns,BRL,11,342,"3,22%","0,18","2,00","6,00","0,33","42,86%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Carpina,BRL,8,197,"4,06%","0,27","2,17","5,00","0,43","9,62%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Pilar,BRL,6,77,"7,79%","0,12","0,73","4,00","0,18","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Nossa Senhora do Socorro,BRL,10,232,"4,31%","0,15","1,48","4,00","0,37","28,57%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Catu,BRL,1,52,"1,92%","0,59","0,59","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Itapevi,BRL,1,55,"1,82%","0,05","0,05","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Candeias,BRL,7,109,"6,42%","0,44","3,10","6,00","0,52","17,14%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Toritama,BRL,1,40,"2,50%","0,36","0,36","2,00","0,18","12,50%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Caicó,BRL,6,123,"4,88%","0,36","2,16","3,00","0,72","16,67%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Timbaúba,BRL,0,43,"0,00%", --,"0,00","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Itaberaba,BRL,4,103,"3,88%","0,23","0,93","5,00","0,19","22,73%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Icó,BRL,1,82,"1,22%","0,31","0,31","1,00","0,31","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Santana do Ipanema,BRL,5,91,"5,49%","0,28","1,39","8,00","0,17","30,77%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Estância,BRL,1,17,"5,88%","0,22","0,22","1,00","0,22","14,29%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Cambé,BRL,6,205,"2,93%","0,23","1,40","1,00","1,40","16,67%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Irecê,BRL,22,198,"11,11%","0,17","3,74","21,00","0,18","28,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Paudalho,BRL,0,17,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-05,Garanhuns,BRL,2,255,"0,78%","0,17","0,33","1,00","0,33","11,11%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Feira de Santana,BRL,12,540,"2,22%","0,23","2,72","3,00","0,91","13,64%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Pesqueira,BRL,1,40,"2,50%","0,27","0,27","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Cambé,BRL,0,131,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-06,São Miguel dos Campos,BRL,0,4,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-04,Cabo de Santo Agostinho,BRL,2,228,"0,88%","0,09","0,18","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Recife,BRL,14,952,"1,47%","0,26","3,57","6,00","0,60","16,67%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Itabaianinha,BRL,11,135,"8,15%","0,14","1,56","8,00","0,20","44,44%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Aparecida,BRL,1,16,"6,25%","0,21","0,21","1,00","0,21","100,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Aracaju,BRL,7,813,"0,86%","0,18","1,27","2,00","0,64","6,45%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Currais Novos,BRL,3,87,"3,45%","0,34","1,01","1,00","1,01","25,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Toritama,BRL,2,35,"5,71%","0,12","0,23","1,00","0,23","9,09%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Araras,BRL,1,96,"1,04%","0,22","0,22","1,00","0,22","33,33%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Brumado,BRL,9,114,"7,89%","0,23","2,07","7,00","0,30","18,92%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Moreno,BRL,2,29,"6,90%","0,29","0,57","2,00","0,29","66,67%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Picos,BRL,6,226,"2,65%","0,17","1,04","2,00","0,52","10,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Nossa Senhora do Socorro,BRL,5,235,"2,13%","0,09","0,43","2,00","0,22","25,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Arapiraca,BRL,28,634,"4,42%","0,22","6,28","15,00","0,42","19,48%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Igarassu,BRL,0,5,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-04,Penedo,BRL,2,101,"1,98%","0,19","0,37","1,00","0,37","33,33%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Gravatá,BRL,0,9,"0,00%", --,"0,09","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Serrinha,BRL,0,6,"0,00%", --,"0,07","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Cajazeiras,BRL,13,256,"5,08%","0,24","3,13","10,00","0,31","13,89%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Pombal,BRL,3,85,"3,53%","0,39","1,17","2,00","0,59","11,76%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Surubim,BRL,0,55,"0,00%", --,"0,11","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Cajazeiras,BRL,26,236,"11,02%","0,18","4,76","26,00","0,18","29,21%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Tucuruí,BRL,0,112,"0,00%", --,"0,06","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Itaberaba,BRL,11,135,"8,15%","0,16","1,73","7,00","0,25","22,58%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Aparecida,BRL,1,37,"2,70%","0,11","0,11","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Lagarto,BRL,41,407,"10,07%","0,16","6,67","31,00","0,22","32,63%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Queimadas,BRL,0,4,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-02,Serra Talhada,BRL,45,460,"9,78%","0,16","7,12","31,00","0,23","19,25%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Serrinha,BRL,15,196,"7,65%","0,18","2,66","15,00","0,18","22,06%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Serra Talhada,BRL,64,527,"12,14%","0,27","17,07","53,00","0,32","28,34%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Paulista,BRL,4,333,"1,20%","0,17","0,67","1,00","0,67","5,88%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Cajazeiras,BRL,17,186,"9,14%","0,21","3,53","12,00","0,29","17,65%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Santa Rita,BRL,0,194,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Tucuruí,BRL,1,80,"1,25%","0,12","0,12","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Itabaiana,BRL,1,17,"5,88%","0,20","0,20","1,00","0,20","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Escada,BRL,1,73,"1,37%","0,38","0,38","1,00","0,38","25,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Brumado,BRL,5,111,"4,50%","0,22","1,12","4,00","0,28","17,39%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Mococa,BRL,4,83,"4,82%","0,15","0,59","2,00","0,30","15,38%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Guarabira,BRL,4,119,"3,36%","0,10","0,41","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Salto de Pirapora,BRL,0,41,"0,00%", --,"0,07","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Monteiro,BRL,0,5,"0,00%", --,"0,01","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-04,Iguatu,BRL,19,264,"7,20%","0,30","5,79","10,00","0,58","16,67%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Araras,BRL,1,136,"0,74%","0,02","0,02","1,00","0,02","100,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Caicó,BRL,11,216,"5,09%","0,20","2,21","4,00","0,55","11,76%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Picos,BRL,1,21,"4,76%","0,21","0,21","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Timbaúba,BRL,0,32,"0,00%", --,"0,00","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Petrolina,BRL,9,426,"2,11%","0,19","1,75","3,00","0,58","13,64%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Cabo de Santo Agostinho,BRL,8,195,"4,10%","0,08","0,62","3,00","0,21","25,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Seabra,BRL,4,84,"4,76%","0,27","1,06","3,00","0,35","8,57%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Feira de Santana,BRL,12,621,"1,93%","0,10","1,24","3,00","0,41","15,79%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Arapiraca,BRL,31,639,"4,85%","0,17","5,37","19,00","0,28","22,89%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Santa Cruz do Capibaribe,BRL,0,7,"0,00%", --,"0,08","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Ipirá,BRL,2,60,"3,33%","0,45","0,90","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Santa Inês,BRL,3,97,"3,09%","0,34","1,03","1,00","1,03","6,25%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Juazeiro,BRL,2,167,"1,20%","0,17","0,35","2,00","0,17","40,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Caicó,BRL,7,107,"6,54%","0,14","0,98","5,00","0,20","17,86%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Abreu e Lima,BRL,6,106,"5,66%","0,19","1,14","6,00","0,19","24,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,São Miguel dos Campos,BRL,3,54,"5,56%","0,31","0,92","1,00","0,92","14,29%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Senhor do Bonfim,BRL,3,61,"4,92%","0,20","0,61","1,00","0,61","16,67%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Araripina,BRL,15,209,"7,18%","0,20","3,01","14,00","0,21","17,07%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Dias d'Ávila,BRL,2,86,"2,33%","0,17","0,34","2,00","0,17","100,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Monteiro,BRL,3,59,"5,08%","0,21","0,63","4,00","0,16","26,67%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Jacobina,BRL,12,88,"13,64%","0,18","2,15","11,00","0,20","64,71%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Sousa,BRL,42,276,"15,22%","0,12","5,15","28,00","0,18","28,87%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Itapevi,BRL,1,86,"1,16%","0,07","0,07","1,00","0,07","100,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Leme,BRL,0,5,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-05,Madre de Deus,BRL,2,20,"10,00%","0,03","0,06","2,00","0,03","66,67%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Propriá,BRL,0,33,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Simões Filho,BRL,0,9,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-04,Rolândia,BRL,2,96,"2,08%","0,18","0,36","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Patos,BRL,35,386,"9,07%","0,17","5,89","31,00","0,19","24,41%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Brumado,BRL,5,87,"5,75%","0,20","0,99","6,00","0,16","28,57%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Atalaia,BRL,0,4,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Arcoverde,BRL,14,228,"6,14%","0,21","2,92","13,00","0,22","21,67%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Candeias,BRL,17,148,"11,49%","0,22","3,76","13,00","0,29","30,95%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Recife,BRL,1,29,"3,45%","0,12","0,12","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Caruaru,BRL,0,38,"0,00%", --,"0,02","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-06,Ipirá,BRL,0,3,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Taquaritinga,BRL,0,2,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-03,Irecê,BRL,14,152,"9,21%","0,19","2,73","10,00","0,27","15,38%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Araripina,BRL,23,188,"12,23%","0,17","4,00","21,00","0,19","21,65%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Toritama,BRL,3,48,"6,25%","0,27","0,81","3,00","0,27","11,54%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Timbaúba,BRL,0,65,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-05,Pirassununga,BRL,2,40,"5,00%","0,10","0,21","1,00","0,21","50,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Ipirá,BRL,7,48,"14,58%","0,25","1,72","8,00","0,21","50,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Pojuca,BRL,11,106,"10,38%","0,11","1,20","11,00","0,11","32,35%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Araras,BRL,0,4,"0,00%", --,"0,00","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Serrinha,BRL,23,230,"10,00%","0,17","3,86","20,00","0,19","25,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Rio Largo,BRL,0,11,"0,00%", --,"0,00","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Jequié,BRL,4,239,"1,67%","0,16","0,66","3,00","0,22","50,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Escada,BRL,2,56,"3,57%","0,22","0,45","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Itabaiana,BRL,39,256,"15,23%","0,16","6,35","36,00","0,18","43,37%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Catu,BRL,0,3,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Garanhuns,BRL,6,209,"2,87%","0,08","0,50","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Gravatá,BRL,6,153,"3,92%","0,27","1,63","5,00","0,33","21,74%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Patos,BRL,21,393,"5,34%","0,21","4,47","19,00","0,24","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Jandira,BRL,0,205,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-04,Moreno,BRL,1,40,"2,50%","0,20","0,20","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Petrolina,BRL,1,33,"3,03%","0,56","0,56","1,00","0,56","25,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Cambé,BRL,0,1,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-02,Cabedelo,BRL,0,61,"0,00%", --,"0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Catolé do Rocha,BRL,1,35,"2,86%","0,30","0,30","1,00","0,30","50,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Alagoinhas,BRL,27,257,"10,51%","0,23","6,27","24,00","0,26","32,00%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Tianguá,BRL,0,1,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-03,Itapetinga,BRL,8,115,"6,96%","0,20","1,57","4,00","0,39","25,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Palmeira dos Índios,BRL,17,183,"9,29%","0,21","3,59","11,00","0,33","18,03%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Leme,BRL,1,62,"1,61%","0,21","0,21","1,00","0,21","33,33%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Estância,BRL,27,265,"10,19%","0,23","6,13","23,00","0,27","35,94%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Araras,BRL,5,181,"2,76%","0,32","1,62","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Propriá,BRL,0,37,"0,00%", --,"0,01","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-01,Pombal,BRL,3,95,"3,16%","0,33","1,00","2,00","0,50","8,70%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Paulo Afonso,BRL,19,262,"7,25%","0,19","3,60","14,00","0,26","17,95%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Catolé do Rocha,BRL,3,37,"8,11%","0,10","0,30","1,00","0,30","16,67%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Pombal,BRL,7,74,"9,46%","0,13","0,92","5,00","0,18","26,32%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Santa Rita,BRL,3,209,"1,44%","0,15","0,46","1,00","0,46","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Cabedelo,BRL,0,53,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Igarassu,BRL,5,116,"4,31%","0,20","1,01","2,00","0,51","33,33%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Jacobina,BRL,14,144,"9,72%","0,23","3,18","6,00","0,53","40,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Lajedo,BRL,0,33,"0,00%", --,"0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Queimadas,BRL,0,2,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-01,Toritama,BRL,2,44,"4,55%","0,34","0,69","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Madre de Deus,BRL,0,16,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Guaratinguetá,BRL,7,299,"2,34%","0,14","1,01","1,00","1,01","14,29%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Surubim,BRL,0,39,"0,00%", --,"0,05","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Santo Antônio de Jesus,BRL,19,323,"5,88%","0,24","4,48","15,00","0,30","27,78%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Jandira,BRL,2,146,"1,37%","0,09","0,18","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Santa Inês,BRL,10,121,"8,26%","0,13","1,29","7,00","0,18","35,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Taquaritinga,BRL,2,104,"1,92%","0,31","0,62","1,00","0,62","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Jandira,BRL,2,106,"1,89%","0,05","0,11","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Espírito Santo do Pinhal,BRL,0,29,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Cabedelo,BRL,1,48,"2,08%","0,08","0,08","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Tobias Barreto,BRL,40,303,"13,20%","0,13","5,37","40,00","0,13","53,33%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Santana do Ipanema,BRL,3,110,"2,73%","0,32","0,96","3,00","0,32","10,71%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Pilar,BRL,1,69,"1,45%","0,33","0,33","1,00","0,33","9,09%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Sousa,BRL,10,261,"3,83%","0,17","1,67","8,00","0,21","13,33%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Pirassununga,BRL,0,2,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Itapevi,BRL,2,73,"2,74%","0,15","0,30","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Iguatu,BRL,4,193,"2,07%","0,51","2,03","3,00","0,68","5,45%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Lorena,BRL,6,154,"3,90%","0,19","1,12","3,00","0,37","50,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Timbaúba,BRL,0,44,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-04,Simão Dias,BRL,20,121,"16,53%","0,18","3,54","14,00","0,25","36,84%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Belo Jardim,BRL,16,182,"8,79%","0,19","3,09","12,00","0,26","15,79%"
[download]Manutencao_Marketing_geral,App,2022-06-01,São Miguel dos Campos,BRL,4,85,"4,71%","0,28","1,12","1,00","1,12","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Estância,BRL,26,287,"9,06%","0,22","5,80","13,00","0,45","18,57%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Pesqueira,BRL,1,80,"1,25%","0,28","0,28","1,00","0,28","8,33%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Juazeiro,BRL,3,133,"2,26%","0,21","0,64","1,00","0,64","16,67%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Aracaju,BRL,0,57,"0,00%", --,"0,07","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Pojuca,BRL,21,106,"19,81%","0,08","1,78","16,00","0,11","32,00%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Valença,BRL,12,139,"8,63%","0,22","2,70","8,00","0,34","27,59%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Leme,BRL,3,96,"3,13%","0,07","0,22","1,00","0,22","20,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Aparecida,BRL,0,23,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-02,Pirassununga,BRL,1,41,"2,44%","0,35","0,35","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-05,Aracaju,BRL,20,1.284,"1,56%","0,20","3,99","9,00","0,44","20,93%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Lorena,BRL,6,104,"5,77%","0,18","1,08","1,00","1,08","14,29%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Pombal,BRL,6,76,"7,89%","0,15","0,92","4,00","0,23","18,18%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Santa Rita,BRL,3,185,"1,62%","0,16","0,47","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Nossa Senhora do Socorro,BRL,5,241,"2,07%","0,21","1,05","3,00","0,35","37,50%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Ipirá,BRL,10,100,"10,00%","0,21","2,14","9,00","0,24","45,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Belo Jardim,BRL,14,162,"8,64%","0,22","3,02","10,00","0,30","19,23%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Vinhedo,BRL,0,2,"0,00%", --,"0,00","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Bezerros,BRL,0,116,"0,00%", --,"0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Teixeira de Freitas,BRL,6,199,"3,02%","0,10","0,58","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Garanhuns,BRL,6,244,"2,46%","0,14","0,86","3,00","0,29","30,00%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Juazeiro,BRL,1,106,"0,94%","0,68","0,68","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-02,Itanhaém,BRL,2,91,"2,20%","0,36","0,72","2,00","0,36","66,67%"
[download]Manutencao_Marketing_geral,App,2022-06-03,Embu das Artes,BRL,2,246,"0,81%","0,15","0,30","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-04,Pirassununga,BRL,0,65,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-06-02,Propriá,BRL,3,40,"7,50%","0,11","0,34","3,00","0,11","75,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Embu das Artes,BRL,1,17,"5,88%","0,05","0,05","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Itabaianinha,BRL,0,3,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Leme,BRL,3,83,"3,61%","0,22","0,65","1,00","0,65","33,33%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Carpina,BRL,8,192,"4,17%","0,17","1,34","6,00","0,22","15,79%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Arcoverde,BRL,0,11,"0,00%", --,"0,09","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Eunápolis,BRL,1,8,"12,50%","0,35","0,35","1,00","0,35","100,00%"
[download]Manutencao_Marketing_geral,App,2022-06-01,Simões Filho,BRL,1,199,"0,50%","0,23","0,23","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-06-06,Santana do Ipanema,BRL,0,5,"0,00%", --,"0,07","0,00", --,"0,00%"
